accession,superkingdom,phylum,class,order,family,genus,species
GCA_002393975.1,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-793,CAG-793 sp002393975
GCA_900557475.1,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-793,CAG-793 sp900557475
GCA_900553685.1,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UBA7001,UBA7001 sp900553685
GCA_002449785.1,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UBA7001,UBA7001 sp002449785
GCA_900553865.1,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UMGS1663,UMGS1663 sp900553865
GCA_900553405.1,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UMGS1663,UMGS1663 sp900553405
GCA_900554635.1,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UMGS1781,UMGS1781 sp900554635
GCA_900553695.1,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UMGS1781,UMGS1781 sp900553695
GCA_900556135.1,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UMGS1901,UMGS1901 sp900556135
GCA_900553755.1,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UMGS1901,UMGS1901 sp900553755
GCA_900556975.1,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UMGS1994,UMGS1994 sp900556975
GCA_900553945.1,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UMGS1994,UMGS1994 sp900553945
GCF_900107485.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Proteiniboraceae,Proteiniborus,Proteiniborus ethanoligenes
GCF_003609645.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Caloranaerobacteraceae,Thermohalobacter,Thermohalobacter berrensis
GCF_900129995.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Caloranaerobacteraceae,Caloranaerobacter,Caloranaerobacter azorensis
GCF_001316435.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Caloranaerobacteraceae,Caloranaerobacter,Caloranaerobacter sp001316435
GCF_900142005.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Dethiosulfatibacteraceae,Dethiosulfatibacter,Dethiosulfatibacter aminovorans
GCA_001509345.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Dethiosulfatibacteraceae,38-11,38-11 sp001509345
GCA_003446975.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Dethiosulfatibacteraceae,38-11,38-11 sp003446975
GCF_000312505.2,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Ezakiellaceae,Fenollaria,Fenollaria massiliensis
GCA_900540185.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Ezakiellaceae,Ezakiella,Ezakiella sp900540185
GCF_900120165.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Ezakiellaceae,Ezakiella,Ezakiella massiliensis
GCA_900539225.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Ezakiellaceae,Fenollaria,Fenollaria sp900539225
GCF_003182075.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Helcococcaceae,Finegoldia,Finegoldia magna
GCA_900551095.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Helcococcaceae,Anaerococcus,Anaerococcus sp900551095
GCF_000159095.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Helcococcaceae,Anaerococcus,Anaerococcus tetradius
GCF_000010185.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Helcococcaceae,Finegoldia,Finegoldia magna_H
GCF_000159695.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Helcococcaceae,Finegoldia,Finegoldia magna_F
GCF_000245755.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Helcococcaceae,Helcococcus,Helcococcus kunzii
GCF_004524775.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Helcococcaceae,Helcococcus,Helcococcus ovis
GCF_001286805.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Helcococcaceae,Kallipyga,Kallipyga gabonensis
GCF_000311985.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Helcococcaceae,Kallipyga,Kallipyga massiliensis
GCF_900059565.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Helcococcaceae,Murdochiella,Murdochiella massiliensis
GCF_900119705.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Helcococcaceae,Murdochiella,Murdochiella vaginalis
GCF_900637905.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Helcococcaceae,Parvimonas,Parvimonas micra
GCF_001552895.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Helcococcaceae,Parvimonas,Parvimonas sp001552895
GCF_900155585.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus_C,Peptoniphilus_C urinimassiliensis
GCF_004006535.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Peptoniphilaceae,Anaerosphaera,Anaerosphaera sp004006535
GCF_900129925.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Peptoniphilaceae,Anaerosphaera,Anaerosphaera aminiphila
GCF_900176115.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus asaccharolyticus
GCF_000227315.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus indolicus
GCF_900106515.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus_A,Peptoniphilus_A lacydonensis
GCF_000321025.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus_A,Peptoniphilus_A senegalensis
GCF_000146345.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus_B,Peptoniphilus_B duerdenii
GCF_000478985.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus_B,Peptoniphilus_B sp000478985
GCF_900343085.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus_C,Peptoniphilus_C sp900343085
GCF_000311865.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus_E,Peptoniphilus_E obesi
GCF_901447155.2,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus_E,Peptoniphilus_E catoniae
GCF_001299455.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Peptoniphilaceae,Urinacoccus,Urinacoccus sp001299455
GCF_000221565.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Peptoniphilaceae,Urinacoccus,Urinacoccus sp000221565
GCF_900095305.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Proteiniboraceae,UBA6767,UBA6767 sp900095305
GCA_002376545.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Proteiniboraceae,UBA6767,UBA6767 sp002376545
GCA_002323775.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Sedimentibacteraceae,UBA1535,UBA1535 sp002323775
GCA_002409285.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Sedimentibacteraceae,Sedimentibacter,Sedimentibacter sp002409285
GCA_003483345.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Sedimentibacteraceae,Sedimentibacter,Sedimentibacter sp003483345
GCA_002332905.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Sedimentibacteraceae,UBA1535,UBA1535 sp002332905
GCF_900106765.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Tepidimicrobiaceae,Tepidimicrobium,Tepidimicrobium xylanilyticum
GCF_001282665.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Tepidimicrobiaceae,Mt11,Mt11 sp001282665
GCA_002398845.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Tepidimicrobiaceae,Mt11,Mt11 sp002398845
GCF_005046945.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Tissierellaceae,Tissierella_B,Tissierella_B creatinini
GCF_002266425.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Tissierellaceae,Tissierella,Tissierella sp002266425
GCF_900128955.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Tissierellaceae,Tissierella,Tissierella praeacuta
GCA_002375815.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Tissierellaceae,Tissierella_B,Tissierella_B sp002375815
GCA_002309655.1,Bacteria,Firmicutes_A,Clostridia,UBA1212,UBA1212,UBA1212,UBA1212 sp002309655
GCA_900555605.1,Bacteria,Firmicutes_A,Clostridia,UBA1212,UBA1255,UMGS1851,UMGS1851 sp900555605
GCA_900552695.1,Bacteria,Firmicutes_A,Clostridia,UBA1212,UBA1255,UMGS1537,UMGS1537 sp900552695
GCA_900543695.1,Bacteria,Firmicutes_A,Clostridia,UBA1212,UBA1255,UMGS1537,UMGS1537 sp900543695
GCA_002376045.1,Bacteria,Firmicutes_A,Thermosediminibacteria,UBA3567,UBA3567,UBA3567,UBA3567 sp002376045
GCA_003242255.1,Bacteria,Firmicutes_A,Thermosediminibacteria,Thermosediminibacterales,Thermosediminibacteraceae,ZC4RG34,ZC4RG34 sp003242255
GCA_001512695.1,Bacteria,Firmicutes_A,Thermosediminibacteria,Thermosediminibacterales,Tepidanaerobacteraceae,DTU063,DTU063 sp001512695
GCA_001896545.1,Bacteria,Firmicutes_A,Thermosediminibacteria,Thermosediminibacterales,Tepidanaerobacteraceae,Tepidanaerobacter,Tepidanaerobacter sp001896545
GCF_001485475.2,Bacteria,Firmicutes_A,Thermosediminibacteria,Thermosediminibacterales,Tepidanaerobacteraceae,Tepidanaerobacter,Tepidanaerobacter syntrophicus
GCA_002398825.1,Bacteria,Firmicutes_B,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,DTU019,DTU019 sp002398825
GCA_002482535.1,Bacteria,Firmicutes_B,Dehalobacteriia,UBA7702,UBA7702,UBA7702,UBA7702 sp002482535
GCA_002398485.1,Bacteria,Firmicutes_B,Dehalobacteriia,UBA4068,UBA5755,UBA4997,UBA4997 sp002398485
GCA_002418965.1,Bacteria,Firmicutes_B,Dehalobacteriia,UBA4068,UBA4068,UBA5757,UBA5757 sp002418965
GCA_002382665.1,Bacteria,Firmicutes_B,Dehalobacteriia,UBA4068,UBA4068,UBA4068,UBA4068 sp002382665
GCA_002419055.1,Bacteria,Firmicutes_B,Dehalobacteriia,UBA4068,UBA4068,UBA4068,UBA4068 sp002419055
GCF_000019165.1,Bacteria,Firmicutes_B,Desulfitobacteriia,Heliobacteriales,Heliobacteriaceae,Heliobacterium,Heliobacterium modesticaldum
GCF_004343605.1,Bacteria,Firmicutes_B,Desulfitobacteriia,Desulfitobacteriales,Syntrophobotulaceae,Dehalobacter,Dehalobacter sp004343605
GCF_004766045.1,Bacteria,Firmicutes_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus fructosivorans
GCF_900143285.1,Bacteria,Firmicutes_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfitobacterium,Desulfitobacterium chlororespirans
GCF_000021925.1,Bacteria,Firmicutes_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfitobacterium,Desulfitobacterium hafniense
GCA_002347475.1,Bacteria,Firmicutes_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,UBA2264,UBA2264 sp002347475
GCF_900100785.1,Bacteria,Firmicutes_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus hippei
GCA_001515265.1,Bacteria,Firmicutes_B,Desulfitobacteriia,Desulfitobacteriales,Syntrophobotulaceae,Dichloromethanomonas,Dichloromethanomonas elyunquensis
GCF_000512895.1,Bacteria,Firmicutes_B,Desulfitobacteriia,Desulfitobacteriales,Syntrophobotulaceae,Dehalobacter,Dehalobacter restrictus
GCF_000315365.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Desulfotomaculaceae,Desulfotomaculum,Desulfotomaculum hydrothermale
GCA_003445475.1,Bacteria,Firmicutes_B,Desulfotomaculia,Ammonifexales,UBA12532,UBA12532,UBA12532 sp003445475
GCA_003604985.1,Bacteria,Firmicutes_B,Desulfotomaculia,Ammonifexales,Ammonificaceae,SURF-55,SURF-55 sp003604985
GCF_000024605.1,Bacteria,Firmicutes_B,Desulfotomaculia,Ammonifexales,Ammonificaceae,Ammonifex,Ammonifex degensii
GCF_003368535.1,Bacteria,Firmicutes_B,Desulfotomaculia,Ammonifexales,Ammonificaceae,Ammonifex,Ammonifex thiophilus
GCA_003604975.1,Bacteria,Firmicutes_B,Desulfotomaculia,Ammonifexales,Desulforudaceae,SURF-60,SURF-60 sp003604975
GCA_002375985.1,Bacteria,Firmicutes_B,Desulfotomaculia,Ammonifexales,Desulforudaceae,Desulfopertinax,Desulfopertinax sp002375985
GCA_001899445.1,Bacteria,Firmicutes_B,Desulfotomaculia,Ammonifexales,Desulforudaceae,Desulfopertinax,Desulfopertinax cowenii
GCA_002294005.1,Bacteria,Firmicutes_B,Desulfotomaculia,Ammonifexales,Desulforudaceae,Desulforudis,Desulforudis sp002294005
GCF_000018425.1,Bacteria,Firmicutes_B,Desulfotomaculia,Ammonifexales,Desulforudaceae,Desulforudis,Desulforudis audaxviator
GCF_003815015.1,Bacteria,Firmicutes_B,Desulfotomaculia,Ammonifexales,Ammonificaceae,Thermodesulfitimonas,Thermodesulfitimonas autotrophica
GCF_002933875.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Desulfocucumaceae,Desulfocucumis,Desulfocucumis palustris
GCA_000961585.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Desulfocucumaceae,BRHc4a,BRHc4a sp000961585
GCA_000802095.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Desulfocucumaceae,BRHc4a,BRHc4a sp000802095
GCA_000961595.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Desulfocucumaceae,Desulfocucumis,Desulfocucumis sp000961595
GCF_000711975.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Desulfotomaculaceae,Desulfohalotomaculum,Desulfohalotomaculum alkaliphilum
GCF_002607855.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Desulfotomaculaceae,Desulfotomaculum,Desulfotomaculum profundi
GCF_900115975.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Desulfotomaculaceae_A,Desulfallas_B,Desulfallas_B geothermicus
GCF_000430885.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Desulfotomaculaceae_A,Desulfallas_A,Desulfallas_A alcoholivorax
GCF_900113335.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Desulfotomaculaceae_A,Desulfallas_A,Desulfallas_A arcticus
GCF_000233715.2,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Desulfotomaculaceae_A,Desulfallas_B,Desulfallas_B gibsoniae
GCF_000429345.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Desulfovirgulaceae,Desulfovirgula,Desulfovirgula thermocuniculi
GCA_000214705.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Desulfovirgulaceae,Desulfofundulus,Desulfofundulus kuznetsovii
GCF_900142025.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Desulfovirgulaceae,Desulfofundulus,Desulfofundulus thermosubterraneus
GCA_002327235.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Nap2-2B,SCADC1-2-3,SCADC1-2-3 sp002327235
GCA_002418775.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Nap2-2B,46-80,46-80 sp002418775
GCA_003485325.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Nap2-2B,46-80,46-80 sp003485325
GCA_000681355.2,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Nap2-2B,SCADC1-2-3,SCADC1-2-3 sp000681355
GCA_003445555.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Nap2-2B,SCADC1-2-3,SCADC1-2-3 sp003445555
GCA_003457075.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Nap2-2B,UBA4053,UBA4053 sp003457075
GCA_002382125.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Nap2-2B,UBA4053,UBA4053 sp002382125
GCA_002067515.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Pelotomaculaceae,MVQK01,MVQK01 sp002067515
GCA_001512635.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Pelotomaculaceae,DTU098,DTU098 sp001512635
GCA_002408725.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Pelotomaculaceae,DTU098,DTU098 sp002408725
GCA_002067205.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Pelotomaculaceae,MVQL01,MVQL01 sp002067205
GCA_002067395.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Pelotomaculaceae,MVQK01,MVQK01 sp002067395
GCA_002339345.1,Bacteria,Firmicutes_B,Moorellia,PH28-bin88,UBA2598,UBA2598,UBA2598 sp002339345
GCA_004347685.1,Bacteria,Firmicutes_B,Moorellia,Moorellales,SLTJ01,SLTJ01,SLTJ01 sp004347685
GCA_003509545.1,Bacteria,Firmicutes_B,Moorellia,Moorellales,Moorellaceae,UBA12545,UBA12545 sp003509545
GCF_001875325.1,Bacteria,Firmicutes_B,Moorellia,Moorellales,Moorellaceae,Moorella,Moorella thermoacetica_A
GCA_002383405.1,Bacteria,Firmicutes_B,Moorellia,Moorellales,Moorellaceae,Moorella,Moorella sp002383405
GCA_002385735.1,Bacteria,Firmicutes_B,Peptococcia,DRI-13,DTU073,UBA3937,UBA3937 sp002385735
GCA_007123515.1,Bacteria,Firmicutes_B,Peptococcia,Peptococcales,SKKY01,SKKY01,SKKY01 sp007123515
GCA_002385805.1,Bacteria,Firmicutes_B,Peptococcia,Peptococcales,BICA1-8,UBA3933,UBA3933 sp002385805
GCA_000802045.1,Bacteria,Firmicutes_B,Peptococcia,Peptococcales,BICA1-8,BICA1-8,BICA1-8 sp000802045
GCA_000961765.1,Bacteria,Firmicutes_B,Peptococcia,Peptococcales,BICA1-8,BICA1-8,BICA1-8 sp000961765
GCA_900552455.1,Bacteria,Firmicutes_B,Peptococcia,Peptococcales,Peptococcaceae,UMGS1590,UMGS1590 sp900552455
GCA_002491065.1,Bacteria,Firmicutes_B,Peptococcia,Peptococcales,Peptococcaceae,UBA7185,UBA7185 sp002491065
GCA_900556545.1,Bacteria,Firmicutes_B,Peptococcia,Peptococcales,Peptococcaceae,UBA7185,UBA7185 sp900556545
GCA_003343815.1,Bacteria,Firmicutes_B,Peptococcia,Peptococcales,Peptococcaceae,QAKL01,QAKL01 sp003343815
GCA_900553245.1,Bacteria,Firmicutes_B,Peptococcia,Peptococcales,Peptococcaceae,UMGS1590,UMGS1590 sp900553245
GCF_000305935.1,Bacteria,Firmicutes_B,Syntrophomonadia,Thermacetogeniales,Thermacetogeniaceae,Thermacetogenium,Thermacetogenium phaeum
GCA_001512495.1,Bacteria,Firmicutes_B,Syntrophomonadia,Syntrophomonadales,DTU052,DTU052,DTU052 sp001512495
GCA_002305535.1,Bacteria,Firmicutes_B,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,DTU018,DTU018 sp002305535
GCA_003444615.1,Bacteria,Firmicutes_B,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,DTU018,DTU018 sp003444615
GCA_002305965.1,Bacteria,Firmicutes_B,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,UBA1368,UBA1368 sp002305965
GCA_002402575.1,Bacteria,Firmicutes_B,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,DTU019,DTU019 sp002402575
GCF_001570625.1,Bacteria,Firmicutes_B,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Syntrophomonas,Syntrophomonas methylbutyratica
GCF_000014725.1,Bacteria,Firmicutes_B,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Syntrophomonas,Syntrophomonas wolfei
GCF_000983115.1,Bacteria,Firmicutes_B,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Syntrophomonas_B,Syntrophomonas_B zehnderi
GCA_002840245.1,Bacteria,Firmicutes_B,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Syntrophomonas_B,Syntrophomonas_B sp002840245
GCA_002398105.1,Bacteria,Firmicutes_B,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,UBA4844,UBA4844 sp002398105
GCA_002424365.1,Bacteria,Firmicutes_B,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,UBA4844,UBA4844 sp002424365
GCA_003160265.1,Bacteria,Firmicutes_B,Syntrophomonadia,Thermacetogeniales,Palsa-1188,Palsa-1188,Palsa-1188 sp003160265
GCA_001513545.1,Bacteria,Firmicutes_B,Syntrophomonadia,Thermacetogeniales,Thermacetogeniaceae,DTU068,DTU068 sp001513545
GCA_002397275.1,Bacteria,Firmicutes_B,Syntrophomonadia,Thermacetogeniales,Thermacetogeniaceae,Syntrophaceticus,Syntrophaceticus sp002397275
GCA_002426495.1,Bacteria,Firmicutes_B,Syntrophomonadia,Thermacetogeniales,Thermacetogeniaceae,Syntrophaceticus,Syntrophaceticus sp002426495
GCF_002216005.1,Bacteria,Firmicutes_D,Natranaerobiia,Natranaerobiales,Natranaerobiaceae,Natranaerobius_A,Natranaerobius_A trueperi
GCA_007136165.1,Bacteria,Firmicutes_D,Dethiobacteria,PWVN01,PWVN01,PWVN01,PWVN01 sp007136165
GCA_007126455.1,Bacteria,Firmicutes_D,Dethiobacteria,DTU022,UBA8154,SKMY01,SKMY01 sp007126455
GCA_007119615.1,Bacteria,Firmicutes_D,Dethiobacteria,DTU022,DTU022,SKPH01,SKPH01 sp007119615
GCA_003567725.1,Bacteria,Firmicutes_D,Dethiobacteria,DTU022,DTU022,B1SED10-74M,B1SED10-74M sp003567725
GCA_007128625.1,Bacteria,Firmicutes_D,Dethiobacteria,DTU022,DTU022,B1SED10-74M,B1SED10-74M sp007128625
GCA_003558195.1,Bacteria,Firmicutes_D,Dethiobacteria,DTU022,DTU022,B1SED10-74M,B1SED10-74M sp003558195
GCA_003562605.1,Bacteria,Firmicutes_D,Dethiobacteria,DTU022,DTU022,SKPH01,SKPH01 sp003562605
GCA_007129055.1,Bacteria,Firmicutes_D,Dethiobacteria,DTU022,DTU022,SLQM01,SLQM01 sp007129055
GCA_007131435.1,Bacteria,Firmicutes_D,Dethiobacteria,DTU022,DTU022,SLQM01,SLQM01 sp007131435
GCA_007119965.1,Bacteria,Firmicutes_D,Dethiobacteria,DTU022,DTU022,T3SED10-7,T3SED10-7 sp007119965
GCA_003564505.1,Bacteria,Firmicutes_D,Dethiobacteria,DTU022,DTU022,T3SED10-7,T3SED10-7 sp003564505
GCA_003563385.1,Bacteria,Firmicutes_D,Dethiobacteria,DTU022,UBA8154,CSSED11-109,CSSED11-109 sp003563385
GCA_007120815.1,Bacteria,Firmicutes_D,Dethiobacteria,DTU022,UBA8154,SKMY01,SKMY01 sp007120815
GCA_003456095.1,Bacteria,Firmicutes_D,Dethiobacteria,DTU022,UBA8154,UBA8154,UBA8154 sp003456095
GCA_007131175.1,Bacteria,Firmicutes_D,Dethiobacteria,DTU022,UBA8154,UBA8154,UBA8154 sp007131175
GCA_003605065.1,Bacteria,Firmicutes_D,Dethiobacteria,DTU022,UBA8154,UBA9862,UBA9862 sp003605065
GCA_003444595.1,Bacteria,Firmicutes_D,Dethiobacteria,DTU022,UBA8154,UBA9862,UBA9862 sp003444595
GCA_002409965.1,Bacteria,Firmicutes_G,SHA-98,DTUO25,DTU025,UBA5389,UBA5389 sp002409965
GCA_002919195.1,Bacteria,Firmicutes_G,Limnochordia,DTU080,RSA5,RSA7,RSA7 sp002919195
GCA_001028815.1,Bacteria,Firmicutes_G,Limnochordia,DTU010,DTU010,1109,1109 sp001028815
GCA_003551965.1,Bacteria,Firmicutes_G,Limnochordia,DTU010,B1SED10-159,B1SED10-159,B1SED10-159 sp003551965
GCA_003559095.1,Bacteria,Firmicutes_G,Limnochordia,DTU010,B1SED10-159,SLOZ01,SLOZ01 sp003559095
GCA_007132255.1,Bacteria,Firmicutes_G,Limnochordia,DTU010,B1SED10-159,SLOZ01,SLOZ01 sp007132255
GCA_007132635.1,Bacteria,Firmicutes_G,Limnochordia,DTU010,SLO01,SLOG01,SLOG01 sp007132635
GCA_900018335.1,Bacteria,Firmicutes_G,Limnochordia,DTU010,DTU010,DTU010,DTU010 sp900018335
GCA_002391385.1,Bacteria,Firmicutes_G,Limnochordia,DTU010,DTU010,DTU010,DTU010 sp002391385
GCA_002409455.1,Bacteria,Firmicutes_G,Limnochordia,DTU010,DTU010,UBA5420,UBA5420 sp002409455
GCA_002424045.1,Bacteria,Firmicutes_G,Limnochordia,DTU010,DTU010,UBA5420,UBA5420 sp002424045
GCA_001780825.1,Bacteria,Gemmatimonadota,Glassbacteria,GWA2-58-10,GWA2-58-10,GWA2-58-10,GWA2-58-10 sp001780825
GCA_007125125.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,SLDT01,SLDT01 sp007125125
GCA_003131365.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,UBA4720,UBA4720 sp003131365
GCA_003220935.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,20CM-4-69-16,20CM-4-69-16 sp003220935
GCA_003221825.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,20CM-2-65-7,20CM-2-65-7 sp003221825
GCA_003222195.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,20CM-2-65-7,20CM-2-65-7 sp003222195
